,,0
column_10,column_973,0.793059637933905
column_1090,column_1155,0.7909026642269043
column_1059,column_1144,0.7898903453089767
column_17,column_980,0.7895591022778364
column_677,column_1072,0.7890502239862152
column_1036,column_1060,0.7888802361912188
column_1208,column_1395,0.7879132514966698
column_512,column_1340,0.7864743770971974
column_111,column_647,0.7859854513078125
column_1019,column_1352,0.785485833600884
column_273,column_1102,0.7854531365551694
column_1048,column_1090,0.7849791943810509
column_1255,column_1386,0.7844410545589714
column_735,column_1209,0.7844349680170576
column_1514,column_1533,0.7824307820207643
column_382,column_1103,0.7810002772487336
column_110,column_1268,0.7805698108461481
column_1059,column_1154,0.77935618663051
column_59,column_1058,0.777337783201426
column_419,column_1381,0.7753937136896616
column_1097,column_1478,0.774646958958695
column_54,column_946,0.7742678232622218
column_1058,column_1295,0.7736071904438214
column_1144,column_1208,0.7729248299039786
column_174,column_1081,0.7726088216463589
column_974,column_1331,0.7708936506124855
column_1047,column_1076,0.7688255760026392
column_209,column_1468,0.7684083477480504
column_1001,column_1040,0.7679911898874492
column_628,column_961,0.767825455453986
column_64,column_1464,0.7672301976839051
column_60,column_357,0.76582136164354
column_421,column_574,0.7653606775569732
column_969,column_1345,0.7641382663498538
column_282,column_283,0.7636774676111255
column_242,column_1296,0.7635843853690917
column_95,column_1054,0.7629503614051532
column_1154,column_1208,0.7626169272272463
column_656,column_686,0.7623018361603789
column_686,column_722,0.7621323842642291
column_246,column_378,0.7607129696395329
column_1127,column_1416,0.7595885761286868
column_33,column_673,0.7594867856182251
column_421,column_1383,0.7581932646549859
column_48,column_85,0.7577701982824959
column_22,column_66,0.7575857468897137
column_229,column_643,0.7573798761428494
column_1061,column_1255,0.7571486811744677
column_286,column_1503,0.7565136299584246
column_429,column_571,0.7554473091769374
column_808,column_994,0.7551157230255825
column_103,column_114,0.7539906634797255
column_991,column_1141,0.7535011623814077
column_961,column_1255,0.7530096643495715
column_59,column_103,0.7524611630864281
column_59,column_225,0.7513708183951585
column_97,column_984,0.7502053785540933
column_103,column_1295,0.7488821456578507
column_1181,column_1340,0.7487681237519812
column_983,column_1351,0.7480979925113641
column_820,column_1206,0.7477540056521375
column_1155,column_1400,0.7474677168803097
column_1090,column_1144,0.7468116941854418
column_74,column_647,0.744938369888693
column_243,column_657,0.7447224556302483
column_1001,column_1068,0.7446806793063723
column_37,column_628,0.744085678849803
column_85,column_1001,0.7434456365371704
column_1048,column_1400,0.741613675132032
column_1059,column_1345,0.7409196931435167
column_12,column_331,0.7407178467263672
column_194,column_1181,0.7401971513238474
column_478,column_735,0.7397639905627579
column_512,column_1047,0.7383332740490716
column_583,column_889,0.738314939688113
column_59,column_1089,0.7377638399393147
column_628,column_973,0.7373069035027837
column_1053,column_1319,0.7369738770200753
column_1023,column_1214,0.7369651739418736
column_1090,column_1154,0.7368520422714704
column_644,column_1011,0.7368104871810589
column_1109,column_1400,0.7360722903098001
column_1016,column_1352,0.7359477955280591
column_1435,column_1446,0.7342526013825983
column_48,column_1040,0.73331916298994
column_71,column_735,0.7332866972982497
column_378,column_1198,0.7327549289925948
column_22,column_1058,0.7316268486916951
column_1395,column_1400,0.7301297440290188
column_114,column_1058,0.72989257706969
column_739,column_1393,0.7298073580675906
column_355,column_692,0.7296761549689283
column_7,column_1364,0.7292087194938429
column_344,column_1301,0.7290526923505996
column_168,column_358,0.7289755331325659
column_1140,column_1352,0.7285292663991533
column_44,column_997,0.7284263353876973
column_1208,column_1345,0.7250059849401638
column_1010,column_1354,0.7240851150809765
column_92,column_952,0.723815643852829
column_969,column_1059,0.7236301262677574
column_111,column_1001,0.7233299101913895
column_973,column_1255,0.7226849990782003
column_984,column_1339,0.7225224788267951
column_178,column_1416,0.7222040213784282
column_647,column_1029,0.7216170076044507
column_984,column_1076,0.720620444898218
column_86,column_1112,0.7200877671470443
column_1352,column_1368,0.7194439143843254
column_1001,column_1524,0.7194360007540741
column_97,column_1248,0.7192636188857917
column_1059,column_1208,0.7179532125517851
column_1141,column_1377,0.7176600776857918
column_870,column_1124,0.7175923643745443
column_416,column_609,0.717065281605413
column_85,column_647,0.717043969130206
column_382,column_1360,0.7158386417422585
column_358,column_1386,0.715631343289142
column_1023,column_1047,0.7152846424042996
column_387,column_1117,0.7145285484578615
column_22,column_225,0.7144353518750071
column_1085,column_1331,0.7134353741496599
column_31,column_195,0.713305088745431
column_1141,column_1155,0.7123182126008255
column_870,column_951,0.7110614994261067
column_48,column_1068,0.7110468859733098
column_628,column_1386,0.7101049834183878
column_673,column_980,0.7100640138325348
column_252,column_952,0.7090632991073395
column_1044,column_1352,0.7089913593906696
column_1076,column_1181,0.708284777001761
column_22,column_103,0.7081326442921037
column_969,column_1208,0.708087768866346
column_1048,column_1141,0.7069833014368614
column_30,column_475,0.7069568274617808
column_349,column_484,0.706506010660764
column_274,column_376,0.7063554189711725
column_628,column_644,0.7057514480204619
column_252,column_1206,0.7056408485272414
column_964,column_1214,0.7056000529003975
column_926,column_1377,0.7054484962914953
column_113,column_976,0.7052967779247267
column_119,column_293,0.7051448975304395
column_43,column_398,0.7049928548383553
column_174,column_870,0.7047806995109754
column_425,column_501,0.7045357502631108
column_1144,column_1400,0.7038446777396706
column_1001,column_1029,0.7036777465981812
column_113,column_378,0.7034634416261423
column_1234,column_1488,0.7022857468933963
column_181,column_1010,0.700614499472243
column_1090,column_1345,0.7005117793602421
column_10,column_1255,0.6993767653117691
column_926,column_1204,0.6990564670617391
column_21,column_182,0.6987228607918263
column_45,column_282,0.6983785170090395
column_322,column_1405,0.6979856757841957
column_984,column_1340,0.6976427301392575
column_382,column_1036,0.6974348011970928
column_114,column_347,0.6965031914090641
column_1154,column_1400,0.6939740778992376
column_647,column_1524,0.6938467791183334
column_71,column_1023,0.6937799301261376
column_142,column_298,0.6932301884958492
column_49,column_457,0.6926879274328541
column_1248,column_1339,0.6926763378541296
column_341,column_555,0.6921689614137023
column_512,column_984,0.6919290848235511
column_965,column_1183,0.6918151418248576
column_71,column_478,0.6915121903761959
column_966,column_1123,0.6912049778030684
column_358,column_1061,0.6909626916676085
column_50,column_1060,0.6908917770249662
column_48,column_111,0.6906466667455387
column_55,column_200,0.6897946115890731
column_296,column_378,0.6885046105468664
column_849,column_1204,0.6871007739545829
column_628,column_1061,0.6856576165385988
column_74,column_1001,0.6855093328277426
column_242,column_603,0.6854987519968203
column_969,column_1090,0.684165142378412
column_87,column_1085,0.6826483471488278
column_181,column_1225,0.6826150840327557
column_1109,column_1141,0.6808221134029937
column_512,column_1181,0.6801135226227759
column_1089,column_1295,0.6794590904433703
column_114,column_225,0.6792033094367784
column_1463,column_1534,0.6790561569521437
column_1089,column_1237,0.678354935812698
column_232,column_286,0.6775380021988421
column_45,column_119,0.677336959054412
column_1141,column_1395,0.6755564796940453
column_1085,column_1116,0.6753332652976177
column_366,column_653,0.6751264419819887
column_1028,column_1057,0.6745392095301594
column_12,column_1141,0.6733763926006185
column_59,column_1116,0.6733400960827021
column_1141,column_1144,0.6726081415739809
column_436,column_994,0.6722419049734586
column_393,column_1507,0.6721618833274353
column_48,column_1029,0.6718690634484051
column_1023,column_1113,0.6716062222600884
column_166,column_274,0.6702031035474919
column_84,column_1123,0.6696488412718815
column_148,column_609,0.6695676321359947
column_1052,column_1482,0.6692485465216018
column_628,column_1011,0.6691049818653226
column_1248,column_1340,0.6687797040260015
column_331,column_1204,0.6686460657488568
column_1090,column_1208,0.6682942098754558
column_97,column_331,0.6672470061281615
column_400,column_1133,0.6671018051739226
column_549,column_574,0.6664506404629088
column_1008,column_1327,0.6662422184493492
column_473,column_1393,0.6659419717200832
column_306,column_1268,0.6652473193749342
column_149,column_1183,0.6645328726514933
column_1010,column_1225,0.6641121406128709
column_1141,column_1154,0.6636380852442033
column_983,column_1441,0.6633430178393352
column_574,column_603,0.6617594192913827
column_641,column_810,0.6615137046573624
column_194,column_1248,0.6613444568682221
column_331,column_991,0.6610211923629098
column_1023,column_1181,0.6582305055544331
column_177,column_200,0.6575533471821107
column_345,column_1474,0.6558911774943889
column_991,column_1208,0.6557054410661832
column_735,column_1214,0.6550031670352429
column_984,column_1047,0.6546064094154037
column_48,column_74,0.6545088411744886
column_66,column_974,0.6535398397511406
column_24,column_113,0.6521372607108907
column_387,column_1058,0.6518547965367119
column_969,column_1400,0.6517512153489533
column_1244,column_1400,0.6516244125285641
column_322,column_808,0.6515171123866905
column_89,column_1450,0.6510886712144798
column_140,column_168,0.6504863124662453
column_23,column_1222,0.6502984860670115
column_555,column_1296,0.648963463153221
column_193,column_574,0.6487696085909548
column_1023,column_1209,0.6486948940612874
column_406,column_1060,0.6456400784977837
column_393,column_1441,0.6455755051585176
column_695,column_849,0.6450740216372038
column_17,column_686,0.6435707734418579
column_246,column_296,0.643270720838923
column_50,column_1266,0.6428040623256276
column_331,column_1339,0.6424966605601734
column_991,column_1059,0.6416219916005516
column_45,column_283,0.6409336005292442
column_398,column_996,0.63900561865913
column_10,column_358,0.6387738016633953
column_113,column_146,0.6385670290189588
column_43,column_643,0.638532393480699
column_140,column_1386,0.638496772113583
column_194,column_1336,0.6361062859430141
column_358,column_961,0.6356505806741735
column_301,column_1468,0.6347911666323355
column_59,column_87,0.6346600588508595
column_10,column_628,0.6339408239497292
column_1470,column_1481,0.6337195009360351
column_983,column_1507,0.632707291679586
column_671,column_1552,0.6320529077814963
column_133,column_951,0.6319953132846958
column_26,column_1092,0.6315147063748052
column_22,column_974,0.6312448322553174
column_1059,column_1090,0.6312438987307021
column_387,column_1345,0.6309086075306933
column_103,column_1131,0.6305689253872332
column_1007,column_1383,0.6304451697843486
column_60,column_1248,0.6304329635922067
column_149,column_982,0.6300255978459935
column_66,column_387,0.6296172729903152
column_331,column_1377,0.6295445726096089
column_1047,column_1248,0.6274399578272807
column_65,column_1137,0.6268596091237646
column_959,column_1051,0.626731671767186
column_1059,column_1400,0.6252751576961778
column_97,column_1023,0.6249648004761539
column_87,column_114,0.6245100294081319
column_1208,column_1377,0.6242141833754854
column_623,column_739,0.6236852395828614
column_393,column_1351,0.6236771384201718
column_555,column_1190,0.622640686118953
column_406,column_1103,0.6224391805377721
column_168,column_662,0.6223256224873238
column_1225,column_1363,0.6220606088785019
column_331,column_1340,0.6202481623675075
column_347,column_387,0.6200467334086457
column_1116,column_1237,0.6191189550518883
column_21,column_973,0.6180579356991295
column_84,column_173,0.6179772922636829
column_478,column_1214,0.6176592503713403
column_140,column_1061,0.6163282063573906
column_969,column_1141,0.61618617990009
column_1456,column_1514,0.6157134319657402
column_466,column_565,0.6156258910749929
column_141,column_810,0.6155731837209311
column_1329,column_1506,0.6154652874513662
column_263,column_1329,0.6150076693557208
column_1264,column_1468,0.614837723857212
column_59,column_974,0.6142271492510095
column_187,column_1165,0.6135165150551635
column_626,column_961,0.6131204744275596
column_57,column_1383,0.6129267285181089
column_225,column_1131,0.6120913509543128
column_1208,column_1400,0.6118452995098398
column_242,column_555,0.6115150968446433
column_92,column_1206,0.6111832823450576
column_103,column_974,0.6110697913027234
column_121,column_247,0.6109510784257798
column_13,column_1123,0.6109278445307921
column_662,column_1386,0.6109192369072777
column_1059,column_1377,0.61075309357603
column_644,column_961,0.6104149268970439
column_358,column_973,0.6102241328328675
column_1502,column_1507,0.6100216759670899
column_983,column_1502,0.6093880801144175
column_341,column_603,0.6087794913611126
column_1076,column_1336,0.6085139673275628
column_1471,column_1494,0.6084359961277965
column_512,column_1248,0.6074224167928787
column_801,column_1076,0.6073623316064135
column_302,column_1264,0.6071216689493939
column_225,column_387,0.6065850633218587
column_12,column_1090,0.6064694052506744
column_37,column_168,0.6063744344448218
column_994,column_1363,0.6061801152794559
column_1436,column_1514,0.6055494673334556
column_66,column_1085,0.6045867547006821
column_926,column_991,0.6044650917822441
column_1351,column_1510,0.6036017681216087
column_357,column_1212,0.6035694592772047
column_984,column_1181,0.6025278832566715
column_160,column_801,0.6021258101243557
column_263,column_1519,0.6020651589363504
column_1023,column_1339,0.6017021642034512
column_87,column_1295,0.6013540984882835
column_57,column_948,0.6012837928168551
column_574,column_1383,0.6009676724287174
column_12,column_926,0.6008376998831408
column_205,column_1523,0.6001930984475439
column_1244,column_1559,0.5995815871346598
column_1509,column_1538,0.5994086507630271
column_173,column_966,0.5992683409319166
column_50,column_1103,0.5988009193447748
column_382,column_1336,0.5985769322180962
column_65,column_193,0.5980172517838303
column_393,column_983,0.5979539582360943
column_33,column_686,0.5971396989342215
column_530,column_552,0.5969414092235849
column_66,column_1116,0.5964707873567017
column_37,column_1386,0.5953201913829224
column_657,column_1277,0.5952075387935031
column_948,column_1007,0.5949771011862451
column_849,column_991,0.5942517615116517
column_603,column_1190,0.5938517033272782
column_567,column_583,0.5931409895168883
column_363,column_367,0.5929974726465526
column_319,column_496,0.5926982518276539
column_1090,column_1400,0.5911742087042382
column_662,column_1061,0.5898321588751513
column_66,column_1131,0.5895916334420938
column_875,column_1248,0.5895590267669756
column_200,column_392,0.5890918957352929
column_626,column_973,0.5887637182680504
column_65,column_549,0.5885285580307918
column_43,column_229,0.5875549956054241
column_739,column_1023,0.5872671062580442
column_331,column_1076,0.5868576933887404
column_296,column_1198,0.5866672238340556
column_644,column_973,0.5862164740953792
column_1090,column_1141,0.5861156806631834
column_12,column_1208,0.5859799381308012
column_13,column_1529,0.5848405181024425
column_1506,column_1523,0.5844267678599421
column_97,column_1336,0.584149755918746
column_22,column_1085,0.5839199327055242
column_57,column_421,0.5838634456978575
column_952,column_1206,0.5836742027513384
column_96,column_279,0.5832672750914617
column_695,column_926,0.5826795917400731
column_363,column_552,0.582430620676572
column_22,column_114,0.5821605659751041
column_555,column_574,0.5820335570332584
column_358,column_1255,0.5819232499625329
column_331,column_1047,0.5817521814617042
column_12,column_849,0.5813274454532821
column_656,column_722,0.5809749159219093
column_1023,column_1340,0.5807882756672796
column_238,column_889,0.5806589953484693
column_643,column_996,0.5788345159551844
column_961,column_1011,0.5785522100778604
column_574,column_1137,0.5781310685819876
column_367,column_530,0.5781262798385183
column_421,column_1007,0.577656894610225
column_628,column_1255,0.5776120269410844
column_168,column_626,0.5776089084075561
column_1181,column_1248,0.577406388105713
column_371,column_1327,0.5771053698067348
column_530,column_885,0.5768621533633504
column_382,column_1060,0.5763499318742926
column_5,column_240,0.5761226465605399
column_974,column_1117,0.5758761809905588
column_1484,column_1514,0.575480648634361
column_26,column_893,0.5753823034493177
column_168,column_644,0.5751348901292388
column_1144,column_1244,0.5748905849328497
column_103,column_1050,0.5748884302208218
column_37,column_1061,0.5748871595400774
column_65,column_963,0.5748690204364441
column_194,column_1023,0.574639111002064
column_265,column_507,0.5738995157459773
column_12,column_1059,0.5733940751354898
column_1109,column_1244,0.5727043594769553
column_238,column_583,0.5726529725776368
column_266,column_363,0.572392253222469
column_1053,column_1109,0.5718893958635067
column_603,column_1296,0.5707792013722376
column_419,column_1032,0.5707041135207034
column_406,column_1360,0.570379657814573
column_367,column_1222,0.5703051218209291
column_1369,column_1508,0.570169423327248
column_13,column_173,0.5701190799991814
column_10,column_140,0.569408115182189
column_473,column_623,0.5693731573180287
column_59,column_1085,0.5682512844988253
column_1048,column_1244,0.5681744426002822
column_1244,column_1395,0.5678317403147588
column_1053,column_1395,0.5674817371553612
column_1204,column_1208,0.5672515959011324
column_59,column_114,0.5670544247369497
column_140,column_961,0.56705330350002
column_65,column_1241,0.5669119309125302
column_574,column_1241,0.5667529721370415
column_849,column_1377,0.566293363410879
column_110,column_810,0.5660037601807353
column_103,column_1085,0.5652169202716459
column_225,column_974,0.5646692798321528
column_114,column_1295,0.5646501458726833
column_253,column_1207,0.5644829257099553
column_393,column_1510,0.5637807037760915
column_114,column_1345,0.5634538765228642
column_187,column_1414,0.5633159604063831
column_1053,column_1155,0.5631707268563486
column_1155,column_1244,0.5630624788471147
column_363,column_885,0.5628394626957396
column_129,column_1264,0.5626091408274528
column_1336,column_1339,0.5624269409275218
column_419,column_1020,0.5622888945180535
column_735,column_1393,0.5617924807984263
column_1244,column_1345,0.5617416205747395
column_1294,column_1363,0.5617302499579262
column_994,column_1089,0.5603969846987366
column_552,column_1222,0.5600515568777013
column_232,column_295,0.5597221062394895
column_1048,column_1053,0.5589528566057007
column_45,column_293,0.5581112872899878
column_266,column_530,0.5579880110657407
column_686,column_980,0.557764151738445
column_87,column_387,0.5577394139139258
column_103,column_1116,0.5577093504919639
column_347,column_1117,0.5572508986457158
column_546,column_552,0.556734150843398
column_966,column_1529,0.5563930469083301
column_358,column_662,0.5556740797278185
column_973,column_1011,0.5555633506020765
column_1059,column_1204,0.5550679861812212
column_861,column_984,0.5536973834005188
column_471,column_1103,0.5519794509101583
column_71,column_473,0.5510738369419317
column_1266,column_1360,0.5507459827618368
column_1509,column_1523,0.5504222388247135
column_266,column_1222,0.5503092365687561
column_1023,column_1076,0.5495825084618241
column_50,column_1360,0.5487502058859386
column_1469,column_1523,0.5483748264416017
column_1329,column_1469,0.5481269734103821
column_964,column_1023,0.5477802588087732
column_1264,column_1449,0.5477402566918925
column_393,column_1502,0.5477118955139101
column_626,column_1061,0.5475439061783565
column_65,column_265,0.5474003923996974
column_1090,column_1204,0.5472204490255815
column_176,column_1466,0.5469082726962843
column_291,column_1508,0.545623159366911
column_644,column_1061,0.5452697946303007
column_10,column_662,0.5452168419757644
column_216,column_1123,0.5450419710956874
column_140,column_973,0.5442002260116866
column_194,column_801,0.5433250735635744
column_434,column_644,0.5429422695289754
column_1336,column_1340,0.5428980943312031
column_22,column_59,0.5424938347823655
column_114,column_1050,0.5423758551455377
column_656,column_980,0.5423103831810685
column_291,column_1117,0.5415448197402821
column_885,column_1222,0.5410366748616239
column_1116,column_1303,0.5409420687607963
column_991,column_1395,0.540841230519658
column_991,column_1090,0.5403863860325248
column_36,column_236,0.5399540856704911
column_84,column_1529,0.5395485275930485
column_367,column_546,0.5391587589386879
column_33,column_656,0.538742701369346
column_87,column_1116,0.538041178990786
column_546,column_885,0.5378696318015028
column_564,column_656,0.5376490288500182
column_66,column_1050,0.5375295149736505
column_984,column_1248,0.537440370297514
column_1363,column_1542,0.5369058745379365
column_991,column_1155,0.5367326011801687
column_1351,column_1502,0.5366591835039425
column_382,column_1266,0.5365990620114425
column_357,column_875,0.5362708599243488
column_24,column_378,0.5361322700092521
column_1241,column_1383,0.5360679773709243
column_331,column_1181,0.5351454260742349
column_1496,column_1501,0.5350730729156415
column_436,column_1126,0.5333864092486096
column_26,column_1030,0.5330449725301468
column_1161,column_1173,0.5328160120317642
column_991,column_1048,0.5327127394169202
column_229,column_996,0.5326866267217832
